"cow_no" "milk_date" "dfc" "yield"
1106 2004-10-03 158 5686
1106 2004-10-04 159 7648
1106 2004-10-06 161 6763
1106 2004-10-10 165 5779
1106 2004-10-11 166 6563
1106 2004-10-16 171 6886
1106 2004-10-19 174 7134
1106 2004-10-20 175 6915
1106 2004-10-22 177 6048
1106 2004-10-25 180 10231
1106 2004-10-25 180 8090
1106 2004-10-26 181 9259
1106 2004-10-26 181 5549
1106 2004-10-27 182 9660
1106 2004-10-27 182 7826
1106 2004-10-28 183 6985
1106 2004-10-28 183 7400
1106 2004-10-29 184 6822
1106 2004-10-29 184 5853
1106 2004-10-30 185 6232
1106 2004-10-30 185 5540
1106 2004-10-31 186 9328
1106 2004-10-31 186 5179
1106 2004-11-01 187 6145
1106 2004-11-04 190 5631
1106 2004-11-04 190 6904
1106 2004-11-05 191 4994
1106 2004-11-06 192 7361
1106 2004-11-08 194 5980
1106 2004-11-09 195 6474
1106 2004-11-09 195 6573
1106 2004-11-10 196 6369
1106 2004-11-11 197 9034
1106 2004-11-14 200 5338
1106 2004-11-15 201 5651
1106 2004-11-16 202 11351
1106 2004-11-16 202 5312
1106 2004-11-16 202 8195
1106 2004-11-17 203 5016
1106 2004-11-18 204 5683
1106 2004-11-18 204 5756
1106 2004-11-18 204 6395
1106 2004-11-18 204 4477
1106 2004-11-19 205 6522
1106 2004-11-19 205 6843
1106 2004-11-19 205 5432
1106 2004-11-20 206 7698
1106 2004-11-21 207 7396
1106 2004-11-21 207 4486
1106 2004-11-21 207 7602
1106 2004-11-22 208 6341
1106 2004-11-25 211 5310
1106 2004-11-26 212 5539
1106 2004-12-03 219 11495
1106 2004-12-05 221 4576
1106 2004-12-07 223 7169
1106 2004-12-10 226 7574
1106 2004-12-12 228 6135
1106 2004-12-16 232 6503
1106 2004-12-16 232 10122
1106 2004-12-17 233 5253
1106 2004-12-17 233 9246
1106 2004-12-18 234 5422
1106 2004-12-18 234 6346
1106 2004-12-19 235 6888
1106 2004-12-19 235 4267
1106 2004-12-19 235 3732
1106 2004-12-20 236 7077
1106 2004-12-20 236 4314
1106 2004-12-20 236 8906
1106 2004-12-21 237 7273
1106 2004-12-22 238 6422
1106 2004-12-23 239 4849
1106 2004-12-24 240 6633
1106 2004-12-24 240 5593
1106 2004-12-29 245 6247
1106 2004-12-30 246 5773
1106 2005-01-05 252 10033
1106 2005-01-07 254 6650
1106 2005-01-08 255 7354
1106 2005-01-08 255 5029
1106 2005-01-09 256 5475
1124 2004-01-24 8 11569
1124 2004-01-27 11 15749
1124 2004-01-27 11 16993
1124 2004-01-28 12 18996
1124 2004-02-01 16 13285
1124 2004-02-02 17 17004
1124 2004-02-04 19 16266
1124 2004-02-05 20 18876
1124 2004-02-05 20 20183
1124 2004-02-06 21 22312
1124 2004-02-06 21 19396
1124 2004-02-07 22 15994
1124 2004-02-09 24 17764
1124 2004-02-09 24 20729
1124 2004-02-10 25 19059
1124 2004-02-10 25 17353
1124 2004-02-11 26 21021
1124 2004-02-11 26 20723
1124 2004-02-13 28 17573
1124 2004-02-13 28 13913
1124 2004-02-16 31 18602
1124 2004-02-19 34 21456
1124 2004-02-19 34 15280
1124 2004-02-20 35 15540
1124 2004-02-22 37 22193
1124 2004-02-22 37 17771
1124 2004-02-24 39 18887
1124 2004-02-24 39 20713
1124 2004-02-25 40 18568
1124 2004-02-25 40 14454
1124 2004-02-26 41 17494
1124 2004-02-28 43 19695
1124 2004-02-28 43 19205
1124 2004-03-01 45 13393
1124 2004-03-01 45 11637
1124 2004-03-03 47 20013
1124 2004-03-03 47 20078
1124 2004-03-05 49 22227
1124 2004-03-05 49 21251
1124 2004-03-06 50 19720
1124 2004-03-07 51 16072
1124 2004-03-07 51 21893
1124 2004-03-08 52 14870
1124 2004-03-09 53 17048
1124 2004-03-11 55 16592
1124 2004-03-11 55 17339
1124 2004-03-12 56 7651
1124 2004-03-13 57 18639
1124 2004-03-13 57 18769
1124 2004-03-17 61 15161
1124 2004-03-18 62 14520
1124 2004-03-20 64 19485
1124 2004-03-22 66 17505
1124 2004-03-23 67 18011
1124 2004-03-24 68 16321
1124 2004-03-24 68 16144
1124 2004-03-26 70 18552
1124 2004-03-26 70 19758
1124 2004-03-28 72 21656
1124 2004-03-28 72 16685
1124 2004-03-31 75 16765
1124 2004-03-31 75 19909
1124 2004-04-01 76 15144
1124 2004-04-02 77 16589
1124 2004-04-02 77 13196
1124 2004-04-04 79 12511
1124 2004-04-04 79 16391
1124 2004-04-07 82 16413
1124 2004-04-09 84 15926
1124 2004-04-09 84 16879
1124 2004-04-10 85 19756
1124 2004-04-11 86 15783
1124 2004-04-13 88 15156
1124 2004-04-13 88 18263
1124 2004-04-15 90 17776
1128 2002-12-17 5 11850
1128 2002-12-17 5 11977
1128 2002-12-17 5 12021
1128 2002-12-18 6 12627
1128 2002-12-18 6 12083
1128 2002-12-18 6 11379
1128 2002-12-19 7 13084
1128 2002-12-20 8 11629
1128 2002-12-20 8 13898
1128 2002-12-21 9 16403
1128 2002-12-21 9 14078
1128 2002-12-21 9 12253
